mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
267	267	5/8	5/8	6/8	5	1	1/8		1/8	1		5	71	8080
267	267	5/8	5/8	6/8	27	1	1/8		1/8	1		5	71	8121
267	267	5/8	5/8	6/8	1	1	1/8		1/8	1		5	83	8060
267	267	5/8	5/8	6/8	3	1	1/8		1/8	1		5	83	8070
267	267	5/8	5/8	6/8	4	1	1/8		1/8	1		5	83	8075
267	267	5/8	5/8	6/8	2	1	1/8		1/8	1		5	95	8065
267	267	11/16	11/16	6/8	24	1	1/16		1/16	1		-1	65	8116
268	268	0	0	6/8	16	1	1/8		1/8	1		1	43	8184
268	268	0	0	6/8	30	1	1/8		1/8	1		1	43	8217
268	268	0	0	6/8	29	1	1/8		1/8	1		1	55	8211
268	268	0	0	6/8	7	1	1/8		1/8	1		0	60	8157
268	268	0	0	6/8	8	1	1/8		1/8	1		0	60	8161
268	268	0	0	6/8	9	1	1/8		1/8	1		0	60	8165
268	268	0	0	6/8	24	1	1/16		1/16	1		4	64	8195
268	268	0	0	6/8	5	1	1/8		1/8	1		0	72	8150
268	268	0	0	6/8	27	1	1/8		1/8	1		0	72	8207
268	268	0	0	6/8	21	1	3/8		1/4	3/2		1	79	8188
268	268	0	0	6/8	1	1	1/8		1/8	1		0	84	8134
268	268	0	0	6/8	3	1	1/8		1/8	1		0	84	8142
268	268	0	0	6/8	4	1	1/8		1/8	1		0	84	8146
268	268	0	0	6/8	2	1	1/8		1/8	1		0	96	8138
268	268	1/16	1/16	6/8	24	1	1/16		1/16	1		4	64	8196
268	268	1/8	1/8	6/8	30	1	1/8		1/8	1		1	31	8218
268	268	1/8	1/8	6/8	29	1	1/8		1/8	1		1	43	8212
268	268	1/8	1/8	6/8	16	1	1/4		1/4	1		1	43	8185
268	268	1/8	1/8	6/8	6	1	1/4		1/4	1		1	55	8154
268	268	1/8	1/8	6/8	7	1	1/4		1/4	1		1	55	8158
268	268	1/8	1/8	6/8	8	1	1/4		1/4	1		1	55	8162
268	268	1/8	1/8	6/8	9	1	1/4		1/4	1		1	55	8166
268	268	1/8	1/8	6/8	14	1	1/4		1/4	1		1	55	8181
268	268	1/8	1/8	6/8	13	1	1/4		1/4	1		0	60	8178
268	268	1/8	1/8	6/8	12	1	1/4		1/4	1		4	64	8175
268	268	1/8	1/8	6/8	6	1	1/4		1/4	1		1	67	8154
268	268	1/8	1/8	6/8	7	1	1/4		1/4	1		1	67	8158
268	268	1/8	1/8	6/8	8	1	1/4		1/4	1		1	67	8162
268	268	1/8	1/8	6/8	9	1	1/4		1/4	1		1	67	8166
268	268	1/8	1/8	6/8	10	1	1/4		1/4	1		1	67	8169
268	268	1/8	1/8	6/8	12	1	1/4		1/4	1		1	67	8175
268	268	1/8	1/8	6/8	27	1	1/4		1/4	1		1	67	8208
268	268	1/8	1/8	6/8	11	1	1/4		1/4	1		0	72	8172
268	268	1/8	1/8	6/8	24	1	1/16		1/16	1		4	76	8197
268	268	1/8	1/8	6/8	27	1	1/4		1/4	1		1	79	8208
268	268	1/8	1/8	6/8	3	1	1/4		1/4	1		0	84	8143
268	268	1/8	1/8	6/8	5	1	1/4		1/4	1		0	84	8151
268	268	1/8	1/8	6/8	1	1	1/4		1/4	1		4	88	8135
268	268	1/8	1/8	6/8	3	1	1/4		1/4	1		4	88	8143
268	268	1/8	1/8	6/8	4	1	1/4		1/4	1		4	88	8147
268	268	1/8	1/8	6/8	2	1	1/4		1/4	1		0	96	8139
268	268	3/16	3/16	6/8	24	1	1/16		1/16	1		4	76	8198
268	268	1/4	1/4	6/8	30	1	1/8		1/8	1		1	43	8219
268	268	1/4	1/4	6/8	29	1	1/8		1/8	1		1	55	8213
268	268	1/4	1/4	6/8	24	1	1/16		1/16	1		4	76	8199
268	268	5/16	5/16	6/8	24	1	1/16		1/16	1		4	76	8200
268	268	3/8	3/8	6/8	30	1	1/8		1/8	1		1	31	8220
268	268	3/8	3/8	6/8	29	1	1/8		1/8	1		1	43	8214
268	268	3/8	3/8	6/8	16	1	1/4		1/4	1		1	43	8186
268	268	3/8	3/8	6/8	6	1	1/4		1/4	1		1	55	8155
268	268	3/8	3/8	6/8	7	1	1/4		1/4	1		1	55	8159
268	268	3/8	3/8	6/8	8	1	1/4		1/4	1		1	55	8163
268	268	3/8	3/8	6/8	9	1	1/4		1/4	1		1	55	8167
268	268	3/8	3/8	6/8	14	1	1/4		1/4	1		1	55	8182
268	268	3/8	3/8	6/8	13	1	1/4		1/4	1		5	59	8179
268	268	3/8	3/8	6/8	12	1	1/4		1/4	1		2	62	8176
268	268	3/8	3/8	6/8	6	1	1/4		1/4	1		1	67	8155
268	268	3/8	3/8	6/8	7	1	1/4		1/4	1		1	67	8159
268	268	3/8	3/8	6/8	8	1	1/4		1/4	1		1	67	8163
268	268	3/8	3/8	6/8	9	1	1/4		1/4	1		1	67	8167
268	268	3/8	3/8	6/8	10	1	1/4		1/4	1		1	67	8170
268	268	3/8	3/8	6/8	12	1	1/4		1/4	1		1	67	8176
268	268	3/8	3/8	6/8	27	1	1/4		1/4	1		1	67	8209
268	268	3/8	3/8	6/8	24	1	1/16		1/16	1		5	71	8201
268	268	3/8	3/8	6/8	11	1	1/4		1/4	1		5	71	8173
268	268	3/8	3/8	6/8	21	1	1/16		1/16	1		2	74	8189
268	268	3/8	3/8	6/8	27	1	1/4		1/4	1		1	79	8209
268	268	3/8	3/8	6/8	3	1	1/4		1/4	1		5	83	8144
268	268	3/8	3/8	6/8	5	1	1/4		1/4	1		5	83	8152
268	268	3/8	3/8	6/8	1	1	1/4		1/4	1		2	86	8136
268	268	3/8	3/8	6/8	3	1	1/4		1/4	1		2	86	8144
268	268	3/8	3/8	6/8	4	1	1/4		1/4	1		2	86	8148
268	268	3/8	3/8	6/8	2	1	1/4		1/4	1		5	95	8140
268	268	7/16	7/16	6/8	24	1	1/16		1/16	1		0	72	8202
268	268	7/16	7/16	6/8	21	1	1/16		1/16	1		4	76	8190
268	268	1/2	1/2	6/8	30	1	1/8		1/8	1		1	43	8221
268	268	1/2	1/2	6/8	29	1	1/8		1/8	1		1	55	8215
268	268	1/2	1/2	6/8	24	1	1/16		1/16	1		2	74	8203
268	268	1/2	1/2	6/8	21	1	1/16		1/16	1		-1	77	8191
268	268	9/16	9/16	6/8	24	1	1/16		1/16	1		4	76	8204
268	268	9/16	9/16	6/8	21	1	1/16		1/16	1		1	79	8192
268	268	5/8	5/8	6/8	30	1	1/8		1/8	1		1	31	8222
268	268	5/8	5/8	6/8	16	1	1/8		1/8	1		1	43	8187
268	268	5/8	5/8	6/8	29	1	1/8		1/8	1		1	43	8216
268	268	5/8	5/8	6/8	6	1	1/8		1/8	1		1	55	8156
268	268	5/8	5/8	6/8	7	1	1/8		1/8	1		1	55	8160
268	268	5/8	5/8	6/8	8	1	1/8		1/8	1		1	55	8164
268	268	5/8	5/8	6/8	9	1	1/8		1/8	1		1	55	8168
268	268	5/8	5/8	6/8	14	1	1/8		1/8	1		1	55	8183
268	268	5/8	5/8	6/8	13	1	1/8		1/8	1		5	59	8180
268	268	5/8	5/8	6/8	12	1	1/8		1/8	1		2	62	8177
268	268	5/8	5/8	6/8	6	1	1/8		1/8	1		1	67	8156
268	268	5/8	5/8	6/8	7	1	1/8		1/8	1		1	67	8160
268	268	5/8	5/8	6/8	8	1	1/8		1/8	1		1	67	8164
268	268	5/8	5/8	6/8	9	1	1/8		1/8	1		1	67	8168
268	268	5/8	5/8	6/8	10	1	1/8		1/8	1		1	67	8171
268	268	5/8	5/8	6/8	12	1	1/8		1/8	1		1	67	8177
268	268	5/8	5/8	6/8	27	1	1/8		1/8	1		1	67	8210
268	268	5/8	5/8	6/8	11	1	1/8		1/8	1		5	71	8174
268	268	5/8	5/8	6/8	24	1	1/16		1/16	1		-1	77	8205
268	268	5/8	5/8	6/8	27	1	1/8		1/8	1		1	79	8210
268	268	5/8	5/8	6/8	21	1	1/16		1/16	1		3	81	8193
268	268	5/8	5/8	6/8	3	1	1/8		1/8	1		5	83	8145
268	268	5/8	5/8	6/8	5	1	1/8		1/8	1		5	83	8153
268	268	5/8	5/8	6/8	1	1	1/8		1/8	1		2	86	8137
268	268	5/8	5/8	6/8	3	1	1/8		1/8	1		2	86	8145
268	268	5/8	5/8	6/8	4	1	1/8		1/8	1		2	86	8149
268	268	5/8	5/8	6/8	2	1	1/8		1/8	1		5	95	8141
268	268	11/16	11/16	6/8	24	1	1/16		1/16	1		2	74	8206
268	268	11/16	11/16	6/8	21	1	1/16		1/16	1		5	83	8194
269	269	0	0	6/8	30	1	1/8		1/8	1		0	36	8265
269	269	0	0	6/8	8	1	1/8		1/8	1		0	48	8230
269	269	0	0	6/8	9	1	1/8		1/8	1		0	48	8236
269	269	0	0	6/8	29	1	1/8		1/8	1		0	48	8259
269	269	0	0	6/8	14	1	1/4		1/4	1		0	48	8246
269	269	0	0	6/8	16	1	1/4		1/4	1		0	48	8247
269	269	0	0	6/8	6	1	1/4		1/4	1		1	55	8228
269	269	0	0	6/8	7	1	1/4		1/4	1		1	55	8229
269	269	0	0	6/8	13	1	1/4		1/4	1		0	60	8245
269	269	0	0	6/8	7	1	1/4		1/4	1		4	64	8229
269	269	0	0	6/8	12	1	1/4		1/4	1		4	64	8244
269	269	0	0	6/8	6	1	1/4		1/4	1		1	67	8228
269	269	0	0	6/8	10	1	1/4		1/4	1		1	67	8242
269	269	0	0	6/8	12	1	1/4		1/4	1		1	67	8244
269	269	0	0	6/8	27	1	1/8		1/8	1		0	72	8253
269	269	0	0	6/8	11	1	1/4		1/4	1		0	72	8243
269	269	0	0	6/8	24	1	1/8		1/8	1		4	76	8249
269	269	0	0	6/8	3	1	1/4		1/4	1		0	84	8225
269	269	0	0	6/8	5	1	1/4		1/4	1		0	84	8227
269	269	0	0	6/8	21	1	1/4		1/4	1		0	84	8248
269	269	0	0	6/8	1	1	1/4		1/4	1		4	88	8223
269	269	0	0	6/8	3	1	1/4		1/4	1		4	88	8225
269	269	0	0	6/8	4	1	1/4		1/4	1		4	88	8226
269	269	0	0	6/8	2	1	1/4		1/4	1		0	96	8224
269	269	1/8	1/8	6/8	30	1	1/8		1/8	1		4	52	8266
269	269	1/8	1/8	6/8	8	1	1/8		1/8	1		4	64	8231
269	269	1/8	1/8	6/8	9	1	1/8		1/8	1		4	64	8237
269	269	1/8	1/8	6/8	29	1	1/8		1/8	1		4	64	8260
269	269	1/8	1/8	6/8	27	1	1/8		1/8	1		1	67	8254
269	269	1/8	1/8	6/8	24	1	1/4		1/4	1		0	72	8250
269	269	1/4	1/4	6/8	30	1	1/8		1/8	1		2	50	8267
269	269	1/4	1/4	6/8	8	1	1/8		1/8	1		2	62	8232
269	269	1/4	1/4	6/8	9	1	1/8		1/8	1		2	62	8238
269	269	1/4	1/4	6/8	29	1	1/8		1/8	1		2	62	8261
269	269	1/4	1/4	6/8	27	1	1/8		1/8	1		-1	65	8255
269	269	3/8	3/8	6/8	30	1	1/8		1/8	1		0	48	8268
269	269	3/8	3/8	6/8	8	1	1/8		1/8	1		0	60	8233
269	269	3/8	3/8	6/8	9	1	1/8		1/8	1		0	60	8239
269	269	3/8	3/8	6/8	29	1	1/8		1/8	1		0	60	8262
269	269	3/8	3/8	6/8	27	1	1/8		1/8	1		4	64	8256
269	269	3/8	3/8	6/8	24	1	1/4		1/4	1		0	72	8251
269	269	1/2	1/2	6/8	30	1	1/8		1/8	1		5	47	8269
269	269	1/2	1/2	6/8	8	1	1/8		1/8	1		5	59	8234
269	269	1/2	1/2	6/8	9	1	1/8		1/8	1		5	59	8240
269	269	1/2	1/2	6/8	29	1	1/8		1/8	1		5	59	8263
269	269	1/2	1/2	6/8	27	1	1/8		1/8	1		4	64	8257
269	269	5/8	5/8	6/8	30	1	1/8		1/8	1		10	46	8270
269	269	5/8	5/8	6/8	8	1	1/8		1/8	1		-2	58	8235
269	269	5/8	5/8	6/8	9	1	1/8		1/8	1		-2	58	8241
269	269	5/8	5/8	6/8	29	1	1/8		1/8	1		-2	58	8264
269	269	5/8	5/8	6/8	27	1	1/8		1/8	1		4	64	8258
269	269	5/8	5/8	6/8	24	1	1/8		1/8	1		7	73	8252
270	270	0	0	6/8	30	1	1/8		1/8	1		3	45	8314
270	270	0	0	6/8	8	1	1/8		1/8	1		3	57	8277
270	270	0	0	6/8	9	1	1/8		1/8	1		3	57	8283
270	270	0	0	6/8	29	1	1/8		1/8	1		3	57	8308
270	270	0	0	6/8	27	1	1/8		1/8	1		-1	65	8302
270	270	0	0	6/8	21	1	1/8		1/8	1		3	69	8289
270	270	0	0	6/8	24	1	1/8		1/8	1		2	74	8296
270	270	0	0	6/8	21	1	1/8		1/8	1		3	81	8289
270	270	1/8	1/8	6/8	30	1	1/8		1/8	1		1	43	8315
270	270	1/8	1/8	6/8	8	1	1/8		1/8	1		1	55	8278
270	270	1/8	1/8	6/8	9	1	1/8		1/8	1		1	55	8284
270	270	1/8	1/8	6/8	29	1	1/8		1/8	1		1	55	8309
270	270	1/8	1/8	6/8	27	1	1/8		1/8	1		4	64	8303
270	270	1/8	1/8	6/8	21	1	1/4		1/4	1		3	69	8290
270	270	1/8	1/8	6/8	24	1	1/8		1/8	1		7	73	8297
270	270	1/8	1/8	6/8	21	1	1/4		1/4	1		3	81	8290
270	270	1/4	1/4	6/8	30	1	1/8		1/8	1		6	42	8316
270	270	1/4	1/4	6/8	8	1	1/8		1/8	1		6	54	8279
270	270	1/4	1/4	6/8	9	1	1/8		1/8	1		6	54	8285
270	270	1/4	1/4	6/8	29	1	1/8		1/8	1		6	54	8310
270	270	1/4	1/4	6/8	27	1	1/8		1/8	1		2	62	8304
270	270	1/4	1/4	6/8	24	1	1/8		1/8	1		2	74	8298
270	270	3/8	3/8	6/8	30	1	1/8		1/8	1		-1	41	8317
270	270	3/8	3/8	6/8	8	1	1/8		1/8	1		-1	53	8280
270	270	3/8	3/8	6/8	9	1	1/8		1/8	1		-1	53	8286
270	270	3/8	3/8	6/8	29	1	1/8		1/8	1		-1	53	8311
270	270	3/8	3/8	6/8	27	1	1/8		1/8	1		0	60	8305
270	270	3/8	3/8	6/8	24	1	1/8		1/8	1		9	75	8299
270	270	3/8	3/8	6/8	21	1	1/8		1/8	1		3	81	8291
270	270	1/2	1/2	6/8	30	1	1/8		1/8	1		4	40	8318
270	270	1/2	1/2	6/8	8	1	1/8		1/8	1		4	52	8281
270	270	1/2	1/2	6/8	9	1	1/8		1/8	1		4	52	8287
270	270	1/2	1/2	6/8	29	1	1/8		1/8	1		4	52	8312
270	270	1/2	1/2	6/8	27	1	1/8		1/8	1		0	60	8306
270	270	1/2	1/2	6/8	24	1	1/8		1/8	1		4	76	8300
270	270	1/2	1/2	6/8	21	1	1/8		1/8	1		1	79	8292
270	270	5/8	5/8	6/8	30	1	1/8		1/8	1		2	38	8319
270	270	5/8	5/8	6/8	8	1	1/8		1/8	1		2	50	8282
270	270	5/8	5/8	6/8	9	1	1/8		1/8	1		2	50	8288
270	270	5/8	5/8	6/8	29	1	1/8		1/8	1		2	50	8313
270	270	5/8	5/8	6/8	27	1	1/8		1/8	1		-1	65	8307
270	270	5/8	5/8	6/8	24	1	1/8		1/8	1		-1	77	8301
270	270	5/8	5/8	6/8	1	1	1/24		1/16	2/3		1	79	8271
270	270	5/8	5/8	6/8	21	1	1/24		1/16	2/3		1	79	8293
270	270	5/8	5/8	6/8	2	1	1/24		1/16	2/3		1	91	8274
270	270	2/3	2/3	6/8	1	1	1/24		1/16	2/3		3	81	8272
270	270	2/3	2/3	6/8	21	1	1/24		1/16	2/3		3	81	8294
270	270	2/3	2/3	6/8	2	1	1/24		1/16	2/3		3	93	8275
270	270	17/24	17/24	6/8	1	1	1/24		1/16	2/3		5	83	8273
270	270	17/24	17/24	6/8	21	1	1/24		1/16	2/3		5	83	8295
270	270	17/24	17/24	6/8	2	1	1/24		1/16	2/3		5	95	8276
271	271	0	0	6/8	30	1	1/8		1/8	1		0	36	8367
271	271	0	0	6/8	8	1	1/8		1/8	1		0	48	8337
271	271	0	0	6/8	9	1	1/8		1/8	1		0	48	8343
271	271	0	0	6/8	29	1	1/8		1/8	1		0	48	8363
271	271	0	0	6/8	16	1	1/4		1/4	1		0	48	8349
271	271	0	0	6/8	27	1	1/8		1/8	1		1	67	8357
271	271	0	0	6/8	24	1	1/8		1/8	1		-1	77	8351
271	271	0	0	6/8	1	1	1/8		1/8	1		0	84	8320
271	271	0	0	6/8	21	1	1/8		1/8	1		0	84	8350
271	271	0	0	6/8	2	1	1/8		1/8	1		0	96	8321
271	271	1/8	1/8	6/8	30	1	1/4		1/4	1		1	43	8368
271	271	1/8	1/8	6/8	29	1	1/4		1/4	1		1	55	8364
271	271	1/8	1/8	6/8	8	1	1/8		1/8	1		5	59	8338
271	271	1/8	1/8	6/8	9	1	1/8		1/8	1		5	59	8344
271	271	1/8	1/8	6/8	27	1	1/8		1/8	1		0	72	8358
271	271	1/8	1/8	6/8	3	1	1/8		1/8	1		5	83	8322
271	271	1/8	1/8	6/8	4	1	1/8		1/8	1		5	83	8327
271	271	1/8	1/8	6/8	5	1	1/8		1/8	1		5	83	8332
271	271	1/8	1/8	6/8	24	1	1/8		1/8	1		0	84	8352
271	271	1/4	1/4	6/8	8	1	1/8		1/8	1		3	57	8339
271	271	1/4	1/4	6/8	9	1	1/8		1/8	1		3	57	8345
271	271	1/4	1/4	6/8	27	1	1/8		1/8	1		5	71	8359
271	271	1/4	1/4	6/8	3	1	1/8		1/8	1		3	81	8323
271	271	1/4	1/4	6/8	4	1	1/8		1/8	1		3	81	8328
271	271	1/4	1/4	6/8	5	1	1/8		1/8	1		3	81	8333
271	271	1/4	1/4	6/8	24	1	1/8		1/8	1		5	83	8353
271	271	3/8	3/8	6/8	30	1	1/4		1/4	1		1	43	8369
271	271	3/8	3/8	6/8	8	1	1/8		1/8	1		1	55	8340
271	271	3/8	3/8	6/8	9	1	1/8		1/8	1		1	55	8346
271	271	3/8	3/8	6/8	29	1	1/4		1/4	1		1	55	8365
271	271	3/8	3/8	6/8	27	1	1/8		1/8	1		3	69	8360
271	271	3/8	3/8	6/8	3	1	1/8		1/8	1		1	79	8324
271	271	3/8	3/8	6/8	4	1	1/8		1/8	1		1	79	8329
271	271	3/8	3/8	6/8	5	1	1/8		1/8	1		1	79	8334
271	271	3/8	3/8	6/8	24	1	1/8		1/8	1		3	81	8354
271	271	1/2	1/2	6/8	8	1	1/8		1/8	1		6	54	8341
271	271	1/2	1/2	6/8	9	1	1/8		1/8	1		6	54	8347
271	271	1/2	1/2	6/8	27	1	1/8		1/8	1		8	68	8361
271	271	1/2	1/2	6/8	3	1	1/8		1/8	1		6	78	8325
271	271	1/2	1/2	6/8	4	1	1/8		1/8	1		6	78	8330
271	271	1/2	1/2	6/8	5	1	1/8		1/8	1		6	78	8335
271	271	1/2	1/2	6/8	24	1	1/8		1/8	1		3	81	8355
271	271	5/8	5/8	6/8	30	1	1/8		1/8	1		6	42	8370
271	271	5/8	5/8	6/8	8	1	1/8		1/8	1		-1	53	8342
271	271	5/8	5/8	6/8	9	1	1/8		1/8	1		-1	53	8348
271	271	5/8	5/8	6/8	29	1	1/8		1/8	1		6	54	8366
271	271	5/8	5/8	6/8	27	1	1/8		1/8	1		1	67	8362
271	271	5/8	5/8	6/8	3	1	1/8		1/8	1		-1	77	8326
271	271	5/8	5/8	6/8	4	1	1/8		1/8	1		-1	77	8331
271	271	5/8	5/8	6/8	5	1	1/8		1/8	1		-1	77	8336
271	271	5/8	5/8	6/8	24	1	1/8		1/8	1		3	81	8356
272	272	0	0	6/8	30	1	1/8		1/8	1		3	45	8426
272	272	0	0	6/8	8	1	1/8		1/8	1		4	52	8395
272	272	0	0	6/8	9	1	1/8		1/8	1		4	52	8401
272	272	0	0	6/8	29	1	1/8		1/8	1		3	57	8420
272	272	0	0	6/8	3	1	1/8		1/8	1		4	76	8377
272	272	0	0	6/8	4	1	1/8		1/8	1		4	76	8383
272	272	0	0	6/8	5	1	1/8		1/8	1		4	76	8389
272	272	0	0	6/8	21	1	1/8		1/8	1		4	76	8407
272	272	0	0	6/8	24	1	1/8		1/8	1		4	76	8414
272	272	0	0	6/8	21	1	1/8		1/8	1		4	88	8407
272	272	1/8	1/8	6/8	30	1	1/8		1/8	1		8	44	8427
272	272	1/8	1/8	6/8	29	1	1/8		1/8	1		8	56	8421
272	272	1/8	1/8	6/8	8	1	1/8		1/8	1		2	62	8396
272	272	1/8	1/8	6/8	9	1	1/8		1/8	1		2	62	8402
272	272	1/8	1/8	6/8	3	1	1/8		1/8	1		2	74	8378
272	272	1/8	1/8	6/8	4	1	1/8		1/8	1		2	74	8384
272	272	1/8	1/8	6/8	5	1	1/8		1/8	1		2	74	8390
272	272	1/8	1/8	6/8	24	1	1/8		1/8	1		2	74	8415
272	272	1/8	1/8	6/8	21	1	1/4		1/4	1		4	76	8408
272	272	1/8	1/8	6/8	21	1	1/4		1/4	1		4	88	8408
272	272	1/4	1/4	6/8	30	1	1/8		1/8	1		3	45	8428
272	272	1/4	1/4	6/8	29	1	1/8		1/8	1		3	57	8422
272	272	1/4	1/4	6/8	8	1	1/8		1/8	1		7	61	8397
272	272	1/4	1/4	6/8	9	1	1/8		1/8	1		7	61	8403
272	272	1/4	1/4	6/8	3	1	1/8		1/8	1		7	73	8379
272	272	1/4	1/4	6/8	4	1	1/8		1/8	1		7	73	8385
272	272	1/4	1/4	6/8	5	1	1/8		1/8	1		7	73	8391
272	272	1/4	1/4	6/8	24	1	1/8		1/8	1		7	73	8416
272	272	3/8	3/8	6/8	30	1	1/8		1/8	1		10	46	8429
272	272	3/8	3/8	6/8	29	1	1/8		1/8	1		10	58	8423
272	272	3/8	3/8	6/8	8	1	1/8		1/8	1		0	60	8398
272	272	3/8	3/8	6/8	9	1	1/8		1/8	1		0	60	8404
272	272	3/8	3/8	6/8	3	1	1/8		1/8	1		0	72	8380
272	272	3/8	3/8	6/8	4	1	1/8		1/8	1		0	72	8386
272	272	3/8	3/8	6/8	5	1	1/8		1/8	1		0	72	8392
272	272	3/8	3/8	6/8	24	1	1/8		1/8	1		0	72	8417
272	272	3/8	3/8	6/8	21	1	1/8		1/8	1		4	88	8409
272	272	1/2	1/2	6/8	30	1	1/8		1/8	1		5	47	8430
272	272	1/2	1/2	6/8	8	1	1/8		1/8	1		5	59	8399
272	272	1/2	1/2	6/8	9	1	1/8		1/8	1		5	59	8405
272	272	1/2	1/2	6/8	29	1	1/8		1/8	1		5	59	8424
272	272	1/2	1/2	6/8	3	1	1/8		1/8	1		5	71	8381
272	272	1/2	1/2	6/8	4	1	1/8		1/8	1		5	71	8387
272	272	1/2	1/2	6/8	5	1	1/8		1/8	1		5	71	8393
272	272	1/2	1/2	6/8	24	1	1/8		1/8	1		5	71	8418
272	272	1/2	1/2	6/8	21	1	1/8		1/8	1		2	86	8410
272	272	5/8	5/8	6/8	30	1	1/8		1/8	1		0	48	8431
272	272	5/8	5/8	6/8	8	1	1/8		1/8	1		3	57	8400
272	272	5/8	5/8	6/8	9	1	1/8		1/8	1		3	57	8406
272	272	5/8	5/8	6/8	29	1	1/8		1/8	1		0	60	8425
272	272	5/8	5/8	6/8	3	1	1/8		1/8	1		3	69	8382
272	272	5/8	5/8	6/8	4	1	1/8		1/8	1		3	69	8388
272	272	5/8	5/8	6/8	5	1	1/8		1/8	1		3	69	8394
272	272	5/8	5/8	6/8	24	1	1/8		1/8	1		3	69	8419
272	272	5/8	5/8	6/8	1	1	1/24		1/16	2/3		2	86	8371
272	272	5/8	5/8	6/8	21	1	1/24		1/16	2/3		2	86	8411
272	272	5/8	5/8	6/8	2	1	1/24		1/16	2/3		2	98	8374
272	272	2/3	2/3	6/8	1	1	1/24		1/16	2/3		4	88	8372
272	272	2/3	2/3	6/8	21	1	1/24		1/16	2/3		4	88	8412
272	272	2/3	2/3	6/8	2	1	1/24		1/16	2/3		4	100	8375
272	272	17/24	17/24	6/8	1	1	1/24		1/16	2/3		6	90	8373
272	272	17/24	17/24	6/8	21	1	1/24		1/16	2/3		6	90	8413
272	272	17/24	17/24	6/8	2	1	1/24		1/16	2/3		6	102	8376
273	273	0	0	6/8	16	1	1/4		1/4	1		1	43	8449
273	273	0	0	6/8	30	1	1/8		1/8	1		5	47	8461
273	273	0	0	6/8	8	1	1/8		1/8	1		1	55	8437
273	273	0	0	6/8	9	1	1/8		1/8	1		1	55	8443
273	273	0	0	6/8	29	1	1/8		1/8	1		5	59	8455
273	273	0	0	6/8	3	1	1/8		1/8	1		1	67	8434
273	273	0	0	6/8	4	1	1/8		1/8	1		1	67	8435
273	273	0	0	6/8	5	1	1/8		1/8	1		1	67	8436
273	273	0	0	6/8	24	1	1/8		1/8	1		1	67	8451
273	273	0	0	6/8	1	1	1/8		1/8	1		1	91	8432
273	273	0	0	6/8	21	1	1/8		1/8	1		1	91	8450
273	273	0	0	6/8	2	1	1/8		1/8	1		1	103	8433
273	273	1/8	1/8	6/8	30	1	1/8		1/8	1		2	50	8462
273	273	1/8	1/8	6/8	8	1	1/8		1/8	1		2	62	8438
273	273	1/8	1/8	6/8	9	1	1/8		1/8	1		2	62	8444
273	273	1/8	1/8	6/8	29	1	1/8		1/8	1		2	62	8456
273	273	1/8	1/8	6/8	24	1	1/4		1/4	1		-2	70	8452
273	273	1/4	1/4	6/8	30	1	1/8		1/8	1		0	48	8463
273	273	1/4	1/4	6/8	8	1	1/8		1/8	1		0	60	8439
273	273	1/4	1/4	6/8	9	1	1/8		1/8	1		0	60	8445
273	273	1/4	1/4	6/8	29	1	1/8		1/8	1		0	60	8457
273	273	3/8	3/8	6/8	30	1	1/8		1/8	1		-2	46	8464
273	273	3/8	3/8	6/8	8	1	1/8		1/8	1		-2	58	8440
273	273	3/8	3/8	6/8	9	1	1/8		1/8	1		-2	58	8446
273	273	3/8	3/8	6/8	29	1	1/8		1/8	1		10	58	8458
273	273	3/8	3/8	6/8	24	1	1/4		1/4	1		-2	70	8453
273	273	1/2	1/2	6/8	30	1	1/8		1/8	1		3	45	8465
273	273	1/2	1/2	6/8	8	1	1/8		1/8	1		3	57	8441
273	273	1/2	1/2	6/8	9	1	1/8		1/8	1		3	57	8447
273	273	1/2	1/2	6/8	29	1	1/8		1/8	1		3	57	8459
273	273	5/8	5/8	6/8	30	1	1/8		1/8	1		-4	44	8466
273	273	5/8	5/8	6/8	8	1	1/8		1/8	1		-4	56	8442
273	273	5/8	5/8	6/8	9	1	1/8		1/8	1		-4	56	8448
273	273	5/8	5/8	6/8	29	1	1/8		1/8	1		8	56	8460
273	273	5/8	5/8	6/8	24	1	1/8		1/8	1		5	71	8454
274	274	0	0	6/8	30	1	1/8		1/8	1		1	43	8504
274	274	0	0	6/8	8	1	1/8		1/8	1		1	55	8473
274	274	0	0	6/8	9	1	1/8		1/8	1		1	55	8479
274	274	0	0	6/8	29	1	1/8		1/8	1		1	55	8498
274	274	0	0	6/8	21	1	1/8		1/8	1		1	67	8485
274	274	0	0	6/8	24	1	1/8		1/8	1		0	72	8492
274	274	0	0	6/8	21	1	1/8		1/8	1		1	79	8485
274	274	1/8	1/8	6/8	30	1	1/8		1/8	1		-1	41	8505
274	274	1/8	1/8	6/8	8	1	1/8		1/8	1		-1	53	8474
274	274	1/8	1/8	6/8	9	1	1/8		1/8	1		-1	53	8480
274	274	1/8	1/8	6/8	29	1	1/8		1/8	1		-1	53	8499
274	274	1/8	1/8	6/8	21	1	1/4		1/4	1		1	67	8486
274	274	1/8	1/8	6/8	24	1	1/8		1/8	1		5	71	8493
274	274	1/8	1/8	6/8	21	1	1/4		1/4	1		1	79	8486
274	274	1/4	1/4	6/8	30	1	1/8		1/8	1		4	40	8506
