mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
274	274	1/4	1/4	6/8	8	1	1/8		1/8	1		4	52	8475
274	274	1/4	1/4	6/8	9	1	1/8		1/8	1		4	52	8481
274	274	1/4	1/4	6/8	29	1	1/8		1/8	1		4	52	8500
274	274	1/4	1/4	6/8	24	1	1/8		1/8	1		0	72	8494
274	274	3/8	3/8	6/8	30	1	1/8		1/8	1		-3	39	8507
274	274	3/8	3/8	6/8	8	1	1/8		1/8	1		-3	51	8476
274	274	3/8	3/8	6/8	9	1	1/8		1/8	1		-3	51	8482
274	274	3/8	3/8	6/8	29	1	1/8		1/8	1		-3	51	8501
274	274	3/8	3/8	6/8	24	1	1/8		1/8	1		7	73	8495
274	274	3/8	3/8	6/8	21	1	1/8		1/8	1		1	79	8487
274	274	1/2	1/2	6/8	30	1	1/8		1/8	1		2	38	8508
274	274	1/2	1/2	6/8	8	1	1/8		1/8	1		2	50	8477
274	274	1/2	1/2	6/8	9	1	1/8		1/8	1		2	50	8483
274	274	1/2	1/2	6/8	29	1	1/8		1/8	1		2	50	8502
274	274	1/2	1/2	6/8	24	1	1/8		1/8	1		2	74	8496
274	274	1/2	1/2	6/8	21	1	1/8		1/8	1		-1	77	8488
274	274	5/8	5/8	6/8	30	1	1/8		1/8	1		0	36	8509
274	274	5/8	5/8	6/8	8	1	1/8		1/8	1		0	48	8478
274	274	5/8	5/8	6/8	9	1	1/8		1/8	1		0	48	8484
274	274	5/8	5/8	6/8	29	1	1/8		1/8	1		0	48	8503
274	274	5/8	5/8	6/8	24	1	1/8		1/8	1		-3	75	8497
274	274	5/8	5/8	6/8	1	1	1/24		1/16	2/3		-1	77	8467
274	274	5/8	5/8	6/8	21	1	1/24		1/16	2/3		-1	77	8489
274	274	5/8	5/8	6/8	2	1	1/24		1/16	2/3		-1	89	8470
274	274	2/3	2/3	6/8	1	1	1/24		1/16	2/3		1	79	8468
274	274	2/3	2/3	6/8	21	1	1/24		1/16	2/3		1	79	8490
274	274	2/3	2/3	6/8	2	1	1/24		1/16	2/3		1	91	8471
274	274	17/24	17/24	6/8	1	1	1/24		1/16	2/3		3	81	8469
274	274	17/24	17/24	6/8	21	1	1/24		1/16	2/3		3	81	8491
274	274	17/24	17/24	6/8	2	1	1/24		1/16	2/3		3	93	8472
275	275	0	0	6/8	30	1	1/8		1/8	1		-2	34	8550
275	275	0	0	6/8	8	1	1/8		1/8	1		-2	46	8527
275	275	0	0	6/8	9	1	1/8		1/8	1		-2	46	8533
275	275	0	0	6/8	29	1	1/8		1/8	1		-2	46	8546
275	275	0	0	6/8	24	1	1/8		1/8	1		2	74	8540
275	275	0	0	6/8	1	1	1/8		1/8	1		-2	82	8510
275	275	0	0	6/8	21	1	1/8		1/8	1		-2	82	8539
275	275	0	0	6/8	2	1	1/8		1/8	1		-2	94	8511
275	275	1/8	1/8	6/8	30	1	1/4		1/4	1		-1	41	8551
275	275	1/8	1/8	6/8	29	1	1/4		1/4	1		-1	53	8547
275	275	1/8	1/8	6/8	8	1	1/8		1/8	1		3	57	8528
275	275	1/8	1/8	6/8	9	1	1/8		1/8	1		3	57	8534
275	275	1/8	1/8	6/8	3	1	1/8		1/8	1		3	81	8512
275	275	1/8	1/8	6/8	4	1	1/8		1/8	1		3	81	8517
275	275	1/8	1/8	6/8	5	1	1/8		1/8	1		3	81	8522
275	275	1/8	1/8	6/8	24	1	1/8		1/8	1		3	81	8541
275	275	1/4	1/4	6/8	8	1	1/8		1/8	1		1	55	8529
275	275	1/4	1/4	6/8	9	1	1/8		1/8	1		1	55	8535
275	275	1/4	1/4	6/8	3	1	1/8		1/8	1		1	79	8513
275	275	1/4	1/4	6/8	4	1	1/8		1/8	1		1	79	8518
275	275	1/4	1/4	6/8	5	1	1/8		1/8	1		1	79	8523
275	275	1/4	1/4	6/8	24	1	1/8		1/8	1		1	79	8542
275	275	3/8	3/8	6/8	30	1	1/4		1/4	1		-1	41	8552
275	275	3/8	3/8	6/8	8	1	1/8		1/8	1		-1	53	8530
275	275	3/8	3/8	6/8	9	1	1/8		1/8	1		-1	53	8536
275	275	3/8	3/8	6/8	29	1	1/4		1/4	1		-1	53	8548
275	275	3/8	3/8	6/8	3	1	1/8		1/8	1		-1	77	8514
275	275	3/8	3/8	6/8	4	1	1/8		1/8	1		-1	77	8519
275	275	3/8	3/8	6/8	5	1	1/8		1/8	1		-1	77	8524
275	275	3/8	3/8	6/8	24	1	1/8		1/8	1		-1	77	8543
275	275	1/2	1/2	6/8	8	1	1/8		1/8	1		4	52	8531
275	275	1/2	1/2	6/8	9	1	1/8		1/8	1		4	52	8537
275	275	1/2	1/2	6/8	3	1	1/8		1/8	1		4	76	8515
275	275	1/2	1/2	6/8	4	1	1/8		1/8	1		4	76	8520
275	275	1/2	1/2	6/8	5	1	1/8		1/8	1		4	76	8525
275	275	1/2	1/2	6/8	24	1	1/8		1/8	1		4	76	8544
275	275	5/8	5/8	6/8	30	1	1/8		1/8	1		6	42	8553
275	275	5/8	5/8	6/8	8	1	1/8		1/8	1		-3	51	8532
275	275	5/8	5/8	6/8	9	1	1/8		1/8	1		-3	51	8538
275	275	5/8	5/8	6/8	29	1	1/8		1/8	1		6	54	8549
275	275	5/8	5/8	6/8	3	1	1/8		1/8	1		-3	75	8516
275	275	5/8	5/8	6/8	4	1	1/8		1/8	1		-3	75	8521
275	275	5/8	5/8	6/8	5	1	1/8		1/8	1		-3	75	8526
275	275	5/8	5/8	6/8	24	1	1/8		1/8	1		9	75	8545
276	276	0	0	6/8	30	1	1/8		1/8	1		1	43	8609
276	276	0	0	6/8	8	1	1/8		1/8	1		2	50	8578
276	276	0	0	6/8	9	1	1/8		1/8	1		2	50	8584
276	276	0	0	6/8	29	1	1/8		1/8	1		1	55	8603
276	276	0	0	6/8	3	1	1/8		1/8	1		2	74	8560
276	276	0	0	6/8	4	1	1/8		1/8	1		2	74	8566
276	276	0	0	6/8	5	1	1/8		1/8	1		2	74	8572
276	276	0	0	6/8	21	1	1/8		1/8	1		2	74	8590
276	276	0	0	6/8	24	1	1/8		1/8	1		2	74	8597
276	276	0	0	6/8	21	1	1/8		1/8	1		2	86	8590
276	276	1/8	1/8	6/8	30	1	1/8		1/8	1		6	42	8610
276	276	1/8	1/8	6/8	29	1	1/8		1/8	1		6	54	8604
276	276	1/8	1/8	6/8	8	1	1/8		1/8	1		0	60	8579
276	276	1/8	1/8	6/8	9	1	1/8		1/8	1		0	60	8585
276	276	1/8	1/8	6/8	3	1	1/8		1/8	1		0	72	8561
276	276	1/8	1/8	6/8	4	1	1/8		1/8	1		0	72	8567
276	276	1/8	1/8	6/8	5	1	1/8		1/8	1		0	72	8573
276	276	1/8	1/8	6/8	24	1	1/8		1/8	1		0	72	8598
276	276	1/8	1/8	6/8	21	1	1/4		1/4	1		2	74	8591
276	276	1/8	1/8	6/8	21	1	1/4		1/4	1		2	86	8591
276	276	1/4	1/4	6/8	30	1	1/8		1/8	1		1	43	8611
276	276	1/4	1/4	6/8	29	1	1/8		1/8	1		1	55	8605
276	276	1/4	1/4	6/8	8	1	1/8		1/8	1		5	59	8580
276	276	1/4	1/4	6/8	9	1	1/8		1/8	1		5	59	8586
276	276	1/4	1/4	6/8	3	1	1/8		1/8	1		5	71	8562
276	276	1/4	1/4	6/8	4	1	1/8		1/8	1		5	71	8568
276	276	1/4	1/4	6/8	5	1	1/8		1/8	1		5	71	8574
276	276	1/4	1/4	6/8	24	1	1/8		1/8	1		5	71	8599
276	276	3/8	3/8	6/8	30	1	1/8		1/8	1		8	44	8612
276	276	3/8	3/8	6/8	29	1	1/8		1/8	1		8	56	8606
276	276	3/8	3/8	6/8	8	1	1/8		1/8	1		-2	58	8581
276	276	3/8	3/8	6/8	9	1	1/8		1/8	1		-2	58	8587
276	276	3/8	3/8	6/8	3	1	1/8		1/8	1		-2	70	8563
276	276	3/8	3/8	6/8	4	1	1/8		1/8	1		-2	70	8569
276	276	3/8	3/8	6/8	5	1	1/8		1/8	1		-2	70	8575
276	276	3/8	3/8	6/8	24	1	1/8		1/8	1		-2	70	8600
276	276	3/8	3/8	6/8	21	1	1/8		1/8	1		2	86	8592
276	276	1/2	1/2	6/8	30	1	1/8		1/8	1		3	45	8613
276	276	1/2	1/2	6/8	8	1	1/8		1/8	1		3	57	8582
276	276	1/2	1/2	6/8	9	1	1/8		1/8	1		3	57	8588
276	276	1/2	1/2	6/8	29	1	1/8		1/8	1		3	57	8607
276	276	1/2	1/2	6/8	3	1	1/8		1/8	1		3	69	8564
276	276	1/2	1/2	6/8	4	1	1/8		1/8	1		3	69	8570
276	276	1/2	1/2	6/8	5	1	1/8		1/8	1		3	69	8576
276	276	1/2	1/2	6/8	24	1	1/8		1/8	1		3	69	8601
276	276	1/2	1/2	6/8	21	1	1/8		1/8	1		0	84	8593
276	276	5/8	5/8	6/8	30	1	1/8		1/8	1		-2	46	8614
276	276	5/8	5/8	6/8	8	1	1/8		1/8	1		1	55	8583
276	276	5/8	5/8	6/8	9	1	1/8		1/8	1		1	55	8589
276	276	5/8	5/8	6/8	29	1	1/8		1/8	1		-2	58	8608
276	276	5/8	5/8	6/8	3	1	1/8		1/8	1		1	67	8565
276	276	5/8	5/8	6/8	4	1	1/8		1/8	1		1	67	8571
276	276	5/8	5/8	6/8	5	1	1/8		1/8	1		1	67	8577
276	276	5/8	5/8	6/8	24	1	1/8		1/8	1		1	67	8602
276	276	5/8	5/8	6/8	1	1	1/24		1/16	2/3		0	84	8554
276	276	5/8	5/8	6/8	21	1	1/24		1/16	2/3		0	84	8594
276	276	5/8	5/8	6/8	2	1	1/24		1/16	2/3		0	96	8557
276	276	2/3	2/3	6/8	1	1	1/24		1/16	2/3		2	86	8555
276	276	2/3	2/3	6/8	21	1	1/24		1/16	2/3		2	86	8595
276	276	2/3	2/3	6/8	2	1	1/24		1/16	2/3		2	98	8558
276	276	17/24	17/24	6/8	1	1	1/24		1/16	2/3		4	88	8556
276	276	17/24	17/24	6/8	21	1	1/24		1/16	2/3		4	88	8596
276	276	17/24	17/24	6/8	2	1	1/24		1/16	2/3		4	100	8559
277	277	0	0	6/8	30	1	1/8		1/8	1		3	45	8640
277	277	0	0	6/8	8	1	1/4		1/4	1		-1	53	8620
277	277	0	0	6/8	9	1	1/4		1/4	1		-1	53	8621
277	277	0	0	6/8	29	1	1/8		1/8	1		3	57	8634
277	277	0	0	6/8	24	1	1/8		1/8	1		-1	65	8628
277	277	0	0	6/8	3	1	1/4		1/4	1		-1	65	8617
277	277	0	0	6/8	4	1	1/4		1/4	1		-1	65	8618
277	277	0	0	6/8	5	1	1/4		1/4	1		-1	65	8619
277	277	0	0	6/8	1	1	1/8		1/8	1		-1	89	8615
277	277	0	0	6/8	21	1	1/8		1/8	1		-1	89	8622
277	277	0	0	6/8	2	1	1/8		1/8	1		-1	101	8616
277	277	1/8	1/8	6/8	30	1	1/8		1/8	1		-1	41	8641
277	277	1/8	1/8	6/8	29	1	1/8		1/8	1		-1	53	8635
277	277	1/8	1/8	6/8	21	1	1/8		1/8	1		-1	65	8623
277	277	1/8	1/8	6/8	24	1	1/8		1/8	1		-1	65	8629
277	277	1/4	1/4	6/8	30	1	1/8		1/8	1		1	43	8642
277	277	1/4	1/4	6/8	29	1	1/8		1/8	1		1	55	8636
277	277	1/4	1/4	6/8	21	1	1/8		1/8	1		1	67	8624
277	277	1/4	1/4	6/8	24	1	1/8		1/8	1		1	67	8630
277	277	3/8	3/8	6/8	30	1	1/8		1/8	1		3	45	8643
277	277	3/8	3/8	6/8	29	1	1/8		1/8	1		3	57	8637
277	277	3/8	3/8	6/8	21	1	1/8		1/8	1		3	69	8625
277	277	3/8	3/8	6/8	24	1	1/8		1/8	1		3	69	8631
277	277	1/2	1/2	6/8	30	1	1/8		1/8	1		-2	46	8644
277	277	1/2	1/2	6/8	29	1	1/8		1/8	1		-2	58	8638
277	277	1/2	1/2	6/8	21	1	1/8		1/8	1		-2	70	8626
277	277	1/2	1/2	6/8	24	1	1/8		1/8	1		-2	70	8632
277	277	5/8	5/8	6/8	30	1	1/8		1/8	1		5	47	8645
277	277	5/8	5/8	6/8	29	1	1/8		1/8	1		5	59	8639
277	277	5/8	5/8	6/8	21	1	1/8		1/8	1		5	71	8627
277	277	5/8	5/8	6/8	24	1	1/8		1/8	1		5	71	8633
278	278	0	0	6/8	30	1	1/8		1/8	1		0	48	8664
278	278	0	0	6/8	29	1	1/8		1/8	1		0	60	8658
278	278	0	0	6/8	21	1	1/8		1/8	1		0	72	8646
278	278	0	0	6/8	24	1	1/8		1/8	1		0	72	8652
278	278	1/8	1/8	6/8	30	1	1/8		1/8	1		7	49	8665
278	278	1/8	1/8	6/8	29	1	1/8		1/8	1		7	61	8659
278	278	1/8	1/8	6/8	21	1	1/8		1/8	1		7	73	8647
278	278	1/8	1/8	6/8	24	1	1/8		1/8	1		7	73	8653
278	278	1/4	1/4	6/8	30	1	1/8		1/8	1		2	50	8666
278	278	1/4	1/4	6/8	29	1	1/8		1/8	1		2	62	8660
278	278	1/4	1/4	6/8	21	1	1/8		1/8	1		2	74	8648
278	278	1/4	1/4	6/8	24	1	1/8		1/8	1		2	74	8654
278	278	3/8	3/8	6/8	30	1	1/8		1/8	1		-3	51	8667
278	278	3/8	3/8	6/8	29	1	1/8		1/8	1		-3	63	8661
278	278	3/8	3/8	6/8	21	1	1/8		1/8	1		-3	75	8649
278	278	3/8	3/8	6/8	24	1	1/8		1/8	1		-3	75	8655
278	278	1/2	1/2	6/8	30	1	1/8		1/8	1		4	52	8668
278	278	1/2	1/2	6/8	29	1	1/8		1/8	1		4	64	8662
278	278	1/2	1/2	6/8	21	1	1/8		1/8	1		4	76	8650
278	278	1/2	1/2	6/8	24	1	1/8		1/8	1		4	76	8656
278	278	5/8	5/8	6/8	30	1	1/8		1/8	1		-1	53	8669
278	278	5/8	5/8	6/8	29	1	1/8		1/8	1		-1	65	8663
278	278	5/8	5/8	6/8	21	1	1/8		1/8	1		-1	77	8651
278	278	5/8	5/8	6/8	24	1	1/8		1/8	1		-1	77	8657
279	279	0	0	6/8	8	1	1/4		1/4	1		-6	54	8692
279	279	0	0	6/8	9	1	1/4		1/4	1		-6	54	8696
279	279	0	0	6/8	30	1	1/4		1/4	1		-6	54	8712
279	279	0	0	6/8	6	1	1/4		1/4	1		-6	66	8690
279	279	0	0	6/8	29	1	1/4		1/4	1		-6	66	8708
279	279	0	0	6/8	21	1	1/4		1/4	1		-6	78	8700
279	279	0	0	6/8	24	1	1/4		1/4	1		-6	78	8704
279	279	1/8	1/8	6/8	1	1	1/8		1/8	1		-6	78	8670
279	279	1/8	1/8	6/8	3	1	1/8		1/8	1		-6	78	8678
279	279	1/8	1/8	6/8	4	1	1/8		1/8	1		-6	78	8682
279	279	1/8	1/8	6/8	5	1	1/8		1/8	1		-6	78	8686
279	279	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	90	8674
279	279	1/4	1/4	6/8	8	1	1/8		1/8	1		-1	53	8693
279	279	1/4	1/4	6/8	9	1	1/8		1/8	1		-1	53	8697
279	279	1/4	1/4	6/8	30	1	1/8		1/8	1		-1	53	8713
279	279	1/4	1/4	6/8	29	1	1/8		1/8	1		-1	65	8709
279	279	1/4	1/4	6/8	1	1	1/8		1/8	1		-1	77	8671
279	279	1/4	1/4	6/8	3	1	1/8		1/8	1		-1	77	8679
279	279	1/4	1/4	6/8	4	1	1/8		1/8	1		-1	77	8683
279	279	1/4	1/4	6/8	5	1	1/8		1/8	1		-1	77	8687
279	279	1/4	1/4	6/8	21	1	1/8		1/8	1		-1	77	8701
279	279	1/4	1/4	6/8	24	1	1/8		1/8	1		-1	77	8705
279	279	1/4	1/4	6/8	2	1	1/8		1/8	1		-1	89	8675
279	279	3/8	3/8	6/8	8	1	1/4		1/4	1		-6	54	8694
279	279	3/8	3/8	6/8	9	1	1/4		1/4	1		-6	54	8698
279	279	3/8	3/8	6/8	30	1	1/4		1/4	1		-6	54	8714
279	279	3/8	3/8	6/8	6	1	1/4		1/4	1		-6	66	8691
279	279	3/8	3/8	6/8	29	1	1/4		1/4	1		-6	66	8710
279	279	3/8	3/8	6/8	21	1	1/4		1/4	1		-6	78	8702
279	279	3/8	3/8	6/8	24	1	1/4		1/4	1		-6	78	8706
279	279	1/2	1/2	6/8	1	1	1/8		1/8	1		-6	78	8672
279	279	1/2	1/2	6/8	3	1	1/8		1/8	1		-6	78	8680
279	279	1/2	1/2	6/8	4	1	1/8		1/8	1		-6	78	8684
279	279	1/2	1/2	6/8	5	1	1/8		1/8	1		-6	78	8688
279	279	1/2	1/2	6/8	2	1	1/8		1/8	1		-6	90	8676
279	279	5/8	5/8	6/8	8	1	1/8		1/8	1		-1	53	8695
279	279	5/8	5/8	6/8	9	1	1/8		1/8	1		-1	53	8699
279	279	5/8	5/8	6/8	30	1	1/8		1/8	1		-1	53	8715
279	279	5/8	5/8	6/8	29	1	1/8		1/8	1		-1	65	8711
279	279	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	77	8673
279	279	5/8	5/8	6/8	3	1	1/8		1/8	1		-1	77	8681
279	279	5/8	5/8	6/8	4	1	1/8		1/8	1		-1	77	8685
279	279	5/8	5/8	6/8	5	1	1/8		1/8	1		-1	77	8689
279	279	5/8	5/8	6/8	21	1	1/8		1/8	1		-1	77	8703
279	279	5/8	5/8	6/8	24	1	1/8		1/8	1		-1	77	8707
279	279	5/8	5/8	6/8	2	1	1/8		1/8	1		-1	89	8677
280	280	0	0	6/8	30	1	1/4		1/4	1		-1	53	8732
280	280	0	0	6/8	27	1	1/4		1/4	1		-1	65	8724
280	280	0	0	6/8	29	1	1/4		1/4	1		-1	65	8728
280	280	0	0	6/8	21	1	1/4		1/4	1		-1	77	8716
280	280	0	0	6/8	24	1	1/4		1/4	1		-1	77	8720
280	280	1/4	1/4	6/8	30	1	1/8		1/8	1		4	52	8733
280	280	1/4	1/4	6/8	27	1	1/8		1/8	1		4	64	8725
280	280	1/4	1/4	6/8	29	1	1/8		1/8	1		4	64	8729
280	280	1/4	1/4	6/8	21	1	1/8		1/8	1		4	76	8717
280	280	1/4	1/4	6/8	24	1	1/8		1/8	1		4	76	8721
280	280	3/8	3/8	6/8	30	1	1/4		1/4	1		-1	53	8734
280	280	3/8	3/8	6/8	27	1	1/4		1/4	1		-1	65	8726
280	280	3/8	3/8	6/8	29	1	1/4		1/4	1		-1	65	8730
280	280	3/8	3/8	6/8	21	1	1/4		1/4	1		-1	77	8718
280	280	3/8	3/8	6/8	24	1	1/4		1/4	1		-1	77	8722
280	280	5/8	5/8	6/8	30	1	1/8		1/8	1		4	52	8735
280	280	5/8	5/8	6/8	27	1	1/8		1/8	1		4	64	8727
280	280	5/8	5/8	6/8	29	1	1/8		1/8	1		4	64	8731
280	280	5/8	5/8	6/8	21	1	1/8		1/8	1		4	76	8719
280	280	5/8	5/8	6/8	24	1	1/8		1/8	1		4	76	8723
281	281	0	0	6/8	7	1	1/4		1/4	1		1	55	8758
281	281	0	0	6/8	8	1	1/4		1/4	1		1	55	8760
281	281	0	0	6/8	9	1	1/4		1/4	1		1	55	8764
281	281	0	0	6/8	30	1	1/4		1/4	1		1	55	8784
281	281	0	0	6/8	6	1	1/4		1/4	1		1	67	8756
281	281	0	0	6/8	27	1	1/4		1/4	1		1	67	8776
281	281	0	0	6/8	29	1	1/4		1/4	1		1	67	8780
281	281	0	0	6/8	21	1	1/4		1/4	1		1	79	8768
281	281	0	0	6/8	24	1	1/4		1/4	1		1	79	8772
281	281	1/8	1/8	6/8	1	1	1/8		1/8	1		1	79	8736
281	281	1/8	1/8	6/8	3	1	1/8		1/8	1		1	79	8744
281	281	1/8	1/8	6/8	4	1	1/8		1/8	1		1	79	8748
281	281	1/8	1/8	6/8	5	1	1/8		1/8	1		1	79	8752
281	281	1/8	1/8	6/8	2	1	1/8		1/8	1		1	91	8740
281	281	1/4	1/4	6/8	8	1	1/8		1/8	1		6	54	8761
281	281	1/4	1/4	6/8	9	1	1/8		1/8	1		6	54	8765
281	281	1/4	1/4	6/8	30	1	1/8		1/8	1		6	54	8785
281	281	1/4	1/4	6/8	27	1	1/8		1/8	1		6	66	8777
281	281	1/4	1/4	6/8	29	1	1/8		1/8	1		6	66	8781
281	281	1/4	1/4	6/8	1	1	1/8		1/8	1		6	78	8737
281	281	1/4	1/4	6/8	3	1	1/8		1/8	1		6	78	8745
281	281	1/4	1/4	6/8	4	1	1/8		1/8	1		6	78	8749
281	281	1/4	1/4	6/8	5	1	1/8		1/8	1		6	78	8753
281	281	1/4	1/4	6/8	21	1	1/8		1/8	1		6	78	8769
281	281	1/4	1/4	6/8	24	1	1/8		1/8	1		6	78	8773
281	281	1/4	1/4	6/8	2	1	1/8		1/8	1		6	90	8741
281	281	3/8	3/8	6/8	7	1	1/4		1/4	1		1	55	8759
281	281	3/8	3/8	6/8	8	1	1/4		1/4	1		1	55	8762
281	281	3/8	3/8	6/8	9	1	1/4		1/4	1		1	55	8766
281	281	3/8	3/8	6/8	30	1	1/4		1/4	1		1	55	8786
281	281	3/8	3/8	6/8	6	1	1/4		1/4	1		1	67	8757
281	281	3/8	3/8	6/8	27	1	1/4		1/4	1		1	67	8778
281	281	3/8	3/8	6/8	29	1	1/4		1/4	1		1	67	8782
281	281	3/8	3/8	6/8	21	1	1/4		1/4	1		1	79	8770
281	281	3/8	3/8	6/8	24	1	1/4		1/4	1		1	79	8774
281	281	1/2	1/2	6/8	1	1	1/8		1/8	1		1	79	8738
281	281	1/2	1/2	6/8	3	1	1/8		1/8	1		1	79	8746
281	281	1/2	1/2	6/8	4	1	1/8		1/8	1		1	79	8750
281	281	1/2	1/2	6/8	5	1	1/8		1/8	1		1	79	8754
281	281	1/2	1/2	6/8	2	1	1/8		1/8	1		1	91	8742
281	281	5/8	5/8	6/8	8	1	1/8		1/8	1		6	54	8763
281	281	5/8	5/8	6/8	9	1	1/8		1/8	1		6	54	8767
281	281	5/8	5/8	6/8	30	1	1/8		1/8	1		6	54	8787
281	281	5/8	5/8	6/8	27	1	1/8		1/8	1		6	66	8779
281	281	5/8	5/8	6/8	29	1	1/8		1/8	1		6	66	8783
281	281	5/8	5/8	6/8	1	1	1/8		1/8	1		6	78	8739
281	281	5/8	5/8	6/8	3	1	1/8		1/8	1		6	78	8747
281	281	5/8	5/8	6/8	4	1	1/8		1/8	1		6	78	8751
281	281	5/8	5/8	6/8	5	1	1/8		1/8	1		6	78	8755
281	281	5/8	5/8	6/8	21	1	1/8		1/8	1		6	78	8771
281	281	5/8	5/8	6/8	24	1	1/8		1/8	1		6	78	8775
281	281	5/8	5/8	6/8	2	1	1/8		1/8	1		6	90	8743
282	282	0	0	6/8	30	1	1/4		1/4	1		6	54	8804
282	282	0	0	6/8	27	1	1/4		1/4	1		6	66	8796
282	282	0	0	6/8	29	1	1/4		1/4	1		6	66	8800
282	282	0	0	6/8	21	1	1/4		1/4	1		6	78	8788
282	282	0	0	6/8	24	1	1/4		1/4	1		6	78	8792
282	282	1/4	1/4	6/8	30	1	1/8		1/8	1		-1	53	8805
282	282	1/4	1/4	6/8	27	1	1/8		1/8	1		-1	65	8797
282	282	1/4	1/4	6/8	29	1	1/8		1/8	1		-1	65	8801
282	282	1/4	1/4	6/8	21	1	1/8		1/8	1		-1	77	8789
282	282	1/4	1/4	6/8	24	1	1/8		1/8	1		-1	77	8793
282	282	3/8	3/8	6/8	30	1	1/4		1/4	1		6	54	8806
282	282	3/8	3/8	6/8	27	1	1/4		1/4	1		6	66	8798
282	282	3/8	3/8	6/8	29	1	1/4		1/4	1		6	66	8802
282	282	3/8	3/8	6/8	21	1	1/4		1/4	1		6	78	8790
282	282	3/8	3/8	6/8	24	1	1/4		1/4	1		6	78	8794
282	282	5/8	5/8	6/8	30	1	1/8		1/8	1		-1	53	8807
282	282	5/8	5/8	6/8	27	1	1/8		1/8	1		-1	65	8799
282	282	5/8	5/8	6/8	29	1	1/8		1/8	1		-1	65	8803
282	282	5/8	5/8	6/8	21	1	1/8		1/8	1		-1	77	8791
282	282	5/8	5/8	6/8	24	1	1/8		1/8	1		-1	77	8795
283	283	0	0	6/8	30	1	1/4		1/4	1		-4	44	8856
283	283	0	0	6/8	7	1	1/4		1/4	1		-4	56	8830
283	283	0	0	6/8	8	1	1/4		1/4	1		-4	56	8832
283	283	0	0	6/8	9	1	1/4		1/4	1		-4	56	8836
283	283	0	0	6/8	29	1	1/4		1/4	1		-4	56	8852
283	283	0	0	6/8	6	1	1/4		1/4	1		-4	68	8828
283	283	0	0	6/8	27	1	1/4		1/4	1		-4	68	8848
283	283	0	0	6/8	21	1	1/4		1/4	1		-4	80	8840
283	283	0	0	6/8	24	1	1/4		1/4	1		-4	80	8844
283	283	1/8	1/8	6/8	1	1	1/8		1/8	1		-4	80	8808
283	283	1/8	1/8	6/8	3	1	1/8		1/8	1		-4	80	8816
283	283	1/8	1/8	6/8	4	1	1/8		1/8	1		-4	80	8820
283	283	1/8	1/8	6/8	5	1	1/8		1/8	1		-4	80	8824
283	283	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	92	8812
283	283	1/4	1/4	6/8	30	1	1/8		1/8	1		1	43	8857
283	283	1/4	1/4	6/8	8	1	1/8		1/8	1		1	55	8833
283	283	1/4	1/4	6/8	9	1	1/8		1/8	1		1	55	8837
283	283	1/4	1/4	6/8	29	1	1/8		1/8	1		1	55	8853
283	283	1/4	1/4	6/8	27	1	1/8		1/8	1		1	67	8849
283	283	1/4	1/4	6/8	1	1	1/8		1/8	1		1	79	8809
283	283	1/4	1/4	6/8	3	1	1/8		1/8	1		1	79	8817
283	283	1/4	1/4	6/8	4	1	1/8		1/8	1		1	79	8821
283	283	1/4	1/4	6/8	5	1	1/8		1/8	1		1	79	8825
283	283	1/4	1/4	6/8	21	1	1/8		1/8	1		1	79	8841
283	283	1/4	1/4	6/8	24	1	1/8		1/8	1		1	79	8845
283	283	1/4	1/4	6/8	2	1	1/8		1/8	1		1	91	8813
283	283	3/8	3/8	6/8	30	1	1/4		1/4	1		-4	44	8858
283	283	3/8	3/8	6/8	7	1	1/4		1/4	1		-4	56	8831
283	283	3/8	3/8	6/8	8	1	1/4		1/4	1		-4	56	8834
283	283	3/8	3/8	6/8	9	1	1/4		1/4	1		-4	56	8838
283	283	3/8	3/8	6/8	29	1	1/4		1/4	1		-4	56	8854
283	283	3/8	3/8	6/8	6	1	1/4		1/4	1		-4	68	8829
283	283	3/8	3/8	6/8	27	1	1/4		1/4	1		-4	68	8850
283	283	3/8	3/8	6/8	21	1	1/4		1/4	1		-4	80	8842
283	283	3/8	3/8	6/8	24	1	1/4		1/4	1		-4	80	8846
283	283	1/2	1/2	6/8	1	1	1/8		1/8	1		-4	80	8810
283	283	1/2	1/2	6/8	3	1	1/8		1/8	1		-4	80	8818
283	283	1/2	1/2	6/8	4	1	1/8		1/8	1		-4	80	8822
283	283	1/2	1/2	6/8	5	1	1/8		1/8	1		-4	80	8826
283	283	1/2	1/2	6/8	2	1	1/8		1/8	1		-4	92	8814
283	283	5/8	5/8	6/8	30	1	1/8		1/8	1		3	45	8859
283	283	5/8	5/8	6/8	8	1	1/8		1/8	1		3	57	8835
283	283	5/8	5/8	6/8	9	1	1/8		1/8	1		3	57	8839
283	283	5/8	5/8	6/8	29	1	1/8		1/8	1		3	57	8855
283	283	5/8	5/8	6/8	27	1	1/8		1/8	1		3	69	8851
283	283	5/8	5/8	6/8	1	1	1/8		1/8	1		3	81	8811
283	283	5/8	5/8	6/8	3	1	1/8		1/8	1		3	81	8819
283	283	5/8	5/8	6/8	4	1	1/8		1/8	1		3	81	8823
